GENE,POS_HG19,POS,TISS,FULL_TISS,TISS_STATE,STATUS,COLOR,START,STOP
TBL1X,9431334,9463294,AD,adrenal,escape,escape,purple,9463320,9741037
TBL1X,9433200,9465160,HE,heart,escape,variable,turquoise3,9463320,9741037
TBL1X,9433200,9465160,PA,pancreas,escape,variable,turquoise3,9463320,9741037
TBL1X,9433200,9465160,PC,brain_prefrontal_cortex,escape,variable,turquoise3,9463320,9741037
TBL1X,9433200,9465160,BS,blood_spot,escape,variable,turquoise3,9463320,9741037
TBL1X,9433200,9465160,CB,cord_blood,escape,variable,turquoise3,9463320,9741037
TBL1X,9433200,9465160,B7,brain7,escape,variable,turquoise3,9463320,9741037
TBL1X,9433200,9465160,AD,adrenal,escape,variable,turquoise3,9463320,9741037
TBL1X,9433200,9465160,B2,brain20,escape,variable,turquoise3,9463320,9741037
TBL1X,9433200,9465160,BR,brain,escape,variable,turquoise3,9463320,9741037
TBL1X,9431334,9463294,OM,omentum,escape,escape,purple,9463320,9741037
TBL1X,9433200,9465160,WB,whole_blood,variable,variable,turquoise3,9463320,9741037
TBL1X,9431334,9463294,BR,brain,escape,escape,purple,9463320,9741037
TBL1X,9431334,9463294,PB,peripheral_blood_leukocytes,escape,escape,purple,9463320,9741037
TBL1X,9431334,9463294,PC,brain_prefrontal_cortex,escape,escape,purple,9463320,9741037
TBL1X,9433200,9465160,PM,PBMC,escape,variable,turquoise3,9463320,9741037
TBX22,79277741,80022242,B1,brain10,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,SL,spleen,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,MU,muscle,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,BU,buccal,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,B2,brain20,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,BL,blood,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,WB,whole_blood,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,B7,brain7,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,KT,kidney_tubule,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,LI,liver,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,BC,buffy_coat,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,BR,brain,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,ST,stomach,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,BS,blood_spot,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,LU,lung,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,OM,omentum,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,CB,cord_blood,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,SA,saliva,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,AD,adrenal,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,PM,PBMC,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,HA,hair,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,HE,heart,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,KI,kidney,inactive,inactive,lightsteelblue3,80014753,80031774
TBX22,79277741,80022242,PA,pancreas,inactive,inactive,lightsteelblue3,80014753,80031774
TCEAL1,102883891,103628963,AD,adrenal,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,KI,kidney,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,HA,hair,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,PA,pancreas,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,OM,omentum,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,BC,buffy_coat,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,SA,saliva,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,HE,heart,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,BS,blood_spot,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,ST,stomach,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,B1,brain10,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,MU,muscle,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,LI,liver,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,KT,kidney_tubule,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,CB,cord_blood,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,SL,spleen,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,LU,lung,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,BL,blood,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,PM,PBMC,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,BR,brain,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,B2,brain20,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,WB,whole_blood,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,BU,buccal,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL1,102883891,103628963,B7,brain7,inactive,inactive,lightsteelblue3,103628704,103630953
TCEAL8,102510120,103255192,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,B7,brain7,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,WB,whole_blood,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,CB,cord_blood,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,BS,blood_spot,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,MU,muscle,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,PM,PBMC,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,KI,kidney,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,PA,pancreas,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,LI,liver,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,KT,kidney_tubule,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,LU,lung,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,B2,brain20,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,BC,buffy_coat,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,BL,blood,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,SA,saliva,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,HE,heart,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,AD,adrenal,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,OM,omentum,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,SL,spleen,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,BR,brain,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,HA,hair,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,BU,buccal,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,B1,brain10,inactive,inactive,lightsteelblue3,103252995,103255192
TCEAL8,102510120,103255192,ST,stomach,inactive,inactive,lightsteelblue3,103252995,103255192
TCEANC,13671306,13653187,B2,brain20,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,KI,kidney,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,SA,saliva,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,B1,brain10,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,BL,blood,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,PC,brain_prefrontal_cortex,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,B7,brain7,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,BR,brain,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,BS,blood_spot,uncalled,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,LU,lung,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,WB,whole_blood,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,KT,kidney_tubule,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,BR,brain,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,PM,PBMC,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,PC,brain_prefrontal_cortex,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,LI,liver,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,BC,buffy_coat,variable,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,LI,liver,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,HA,hair,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,PB,peripheral_blood_leukocytes,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,OM,omentum,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,HA,hair,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,BU,buccal,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,CB,cord_blood,variable,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,PA,pancreas,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,WB,whole_blood,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,MU,muscle,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,AD,adrenal,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,KT,kidney_tubule,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,ST,stomach,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,HE,heart,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,BS,blood_spot,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,SF,subcutaneous_fat,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,B1,brain10,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,ST,stomach,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,SL,spleen,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,HE,heart,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,KI,kidney,uncalled,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,BC,buffy_coat,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,SL,spleen,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,SF,subcutaneous_fat,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,OM,omentum,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,B7,brain7,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,PB,peripheral_blood_leukocytes,variable,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,LU,lung,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,AD,adrenal,escape,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,B2,brain20,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,BU,buccal,variable,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,PM,PBMC,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,SA,saliva,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,MU,muscle,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,BL,blood,variable,variable,turquoise3,13653189,13681964
TCEANC,13671224,13653105,CB,cord_blood,escape,variable,turquoise3,13653189,13681964
TCEANC,13671306,13653187,PA,pancreas,escape,variable,turquoise3,13653189,13681964
TFE3,48900989,49043463,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,PM,PBMC,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,WB,whole_blood,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,BU,buccal,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,BS,blood_spot,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,LI,liver,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,SL,spleen,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,SF,subcutaneous_fat,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,LU,lung,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,CB,cord_blood,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,B7,brain7,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,AD,adrenal,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,BC,buffy_coat,variable,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,KI,kidney,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,MU,muscle,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,B2,brain20,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,PB,peripheral_blood_leukocytes,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,OM,omentum,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,BL,blood,variable,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,SA,saliva,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,PA,pancreas,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,ST,stomach,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,HE,heart,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,KT,kidney_tubule,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,B1,brain10,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,BR,brain,inactive,variable,turquoise3,49028726,49043410
TFE3,48900989,49043463,HA,hair,inactive,variable,turquoise3,49028726,49043410
THOC2,122866903,123733053,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,OM,omentum,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,MU,muscle,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,KT,kidney_tubule,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,SL,spleen,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,KI,kidney,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,CB,cord_blood,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,BS,blood_spot,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,BC,buffy_coat,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,ST,stomach,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,HA,hair,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,LU,lung,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,SA,saliva,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,PA,pancreas,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,LI,liver,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,HE,heart,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,BL,blood,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,B1,brain10,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,B2,brain20,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,BU,buccal,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,BR,brain,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,PM,PBMC,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,B7,brain7,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,AD,adrenal,inactive,inactive,lightsteelblue3,123600561,123733056
THOC2,122866903,123733053,WB,whole_blood,inactive,inactive,lightsteelblue3,123600561,123733056
TIMM17B,48755425,48898142,BR,brain,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,AD,adrenal,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,PA,pancreas,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,SA,saliva,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,B1,brain10,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,LU,lung,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,SL,spleen,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,BC,buffy_coat,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,BU,buccal,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,HE,heart,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,BL,blood,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,B2,brain20,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,ST,stomach,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,WB,whole_blood,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,KT,kidney_tubule,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,LI,liver,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,B7,brain7,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,OM,omentum,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,BS,blood_spot,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,PB,peripheral_blood_leukocytes,variable,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,HA,hair,uncalled,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,SF,subcutaneous_fat,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,KI,kidney,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,CB,cord_blood,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,MU,muscle,inactive,variable,turquoise3,48893447,48898143
TIMM17B,48755425,48898142,PM,PBMC,inactive,variable,turquoise3,48893447,48898143
TIMM8A,100603956,101348968,ST,stomach,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,HA,hair,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,PB,peripheral_blood_leukocytes,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,SA,saliva,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,KI,kidney,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,LI,liver,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,BS,blood_spot,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,HE,heart,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,KT,kidney_tubule,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,PA,pancreas,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,BU,buccal,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,BC,buffy_coat,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,B1,brain10,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,AD,adrenal,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,MU,muscle,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,SF,subcutaneous_fat,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,OM,omentum,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,CB,cord_blood,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,B2,brain20,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,BL,blood,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,LU,lung,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,PM,PBMC,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,BR,brain,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,WB,whole_blood,uncalled,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,SL,spleen,inactive,variable,turquoise3,101345661,101348742
TIMM8A,100603956,101348968,B7,brain7,inactive,variable,turquoise3,101345661,101348742
TMEM164,109245862,110002634,HA,hair,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,B1,brain10,inactive,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,OM,omentum,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,MU,muscle,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,ST,stomach,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,BR,brain,inactive,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,SF,subcutaneous_fat,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,PA,pancreas,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,LI,liver,inactive,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,AD,adrenal,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,HE,heart,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,KI,kidney,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,B7,brain7,uncalled,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,LU,lung,uncalled,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,BU,buccal,inactive,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,B2,brain20,uncalled,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,SA,saliva,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,BC,buffy_coat,variable,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,PC,brain_prefrontal_cortex,inactive,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,PB,peripheral_blood_leukocytes,variable,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,CB,cord_blood,inactive,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,BS,blood_spot,inactive,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,WB,whole_blood,variable,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,PM,PBMC,inactive,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,BL,blood,inactive,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,SL,spleen,uncalled,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,LI,liver,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,BL,blood,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,SL,spleen,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,SA,saliva,inactive,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,KI,kidney,inactive,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,PC,brain_prefrontal_cortex,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,PA,pancreas,uncalled,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,BC,buffy_coat,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,LU,lung,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,MU,muscle,uncalled,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,B7,brain7,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,BR,brain,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,B1,brain10,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,PB,peripheral_blood_leukocytes,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109245862,110002634,BU,buccal,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,SF,subcutaneous_fat,uncalled,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,KT,kidney_tubule,inactive,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,B2,brain20,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,ST,stomach,uncalled,variable,turquoise3,110002631,110182734
TMEM164,109246341,110003113,HE,heart,inactive,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,WB,whole_blood,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,AD,adrenal,uncalled,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,PM,PBMC,inactive,inactive,lightsteelblue3,110002631,110182734
TMEM164,109246341,110003113,HA,hair,inactive,variable,turquoise3,110002631,110182734
TMEM164,109245862,110002634,KT,kidney_tubule,inactive,inactive,lightsteelblue3,110002631,110182734
